DEBUG | 2018-04-16 15:44:47,771 | [bootstrap,,,] | restartedMain org.springframework.boot.logging.ClasspathLoggingApplicationListener | Application started with classpath: [file:/C:/Users/wangx/git/cxgmAPP/cxgm-parent/cxgm-framework/cxgm-eureka-register/target/classes/]
DEBUG | 2018-04-16 16:04:11,588 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,588 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,588 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalRequiredAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,588 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,588 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor'
DEBUG | 2018-04-16 16:04:11,588 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.event.internalEventListenerProcessor'
DEBUG | 2018-04-16 16:04:11,589 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.event.internalEventListenerProcessor' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,592 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.event.internalEventListenerProcessor'
DEBUG | 2018-04-16 16:04:11,592 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
DEBUG | 2018-04-16 16:04:11,592 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.event.internalEventListenerFactory'
DEBUG | 2018-04-16 16:04:11,592 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.event.internalEventListenerFactory' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,595 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.event.internalEventListenerFactory'
DEBUG | 2018-04-16 16:04:11,595 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'propertySourceBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,595 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'propertySourceBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,596 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration$$EnhancerBySpringCGLIB$$63384be0]: AutowiredFieldElement for private java.util.List org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration.propertySourceLocators
DEBUG | 2018-04-16 16:04:11,597 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'propertySourceBootstrapConfiguration' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,599 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'propertySourceBootstrapConfiguration': AutowiredFieldElement for private java.util.List org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration.propertySourceLocators
DEBUG | 2018-04-16 16:04:11,603 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configServicePropertySource'
DEBUG | 2018-04-16 16:04:11,604 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configServicePropertySource'
DEBUG | 2018-04-16 16:04:11,604 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,604 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,605 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration$$EnhancerBySpringCGLIB$$c52ec800]: AutowiredFieldElement for private org.springframework.core.env.ConfigurableEnvironment org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration.environment
DEBUG | 2018-04-16 16:04:11,605 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configServiceBootstrapConfiguration' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,607 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'configServiceBootstrapConfiguration': AutowiredFieldElement for private org.springframework.core.env.ConfigurableEnvironment org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration.environment
DEBUG | 2018-04-16 16:04:11,607 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'environment'
DEBUG | 2018-04-16 16:04:11,608 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor | Autowiring by type from bean name 'configServiceBootstrapConfiguration' to bean named 'environment'
DEBUG | 2018-04-16 16:04:11,608 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,609 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configClientProperties'
DEBUG | 2018-04-16 16:04:11,609 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configClientProperties'
DEBUG | 2018-04-16 16:04:11,609 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,613 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.profiles.active' in any property source
DEBUG | 2018-04-16 16:04:11,613 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.profiles.default' in any property source
DEBUG | 2018-04-16 16:04:11,617 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.config.client.ConfigClientProperties]: AutowiredFieldElement for private java.lang.String org.springframework.cloud.config.client.ConfigClientProperties.name
DEBUG | 2018-04-16 16:04:11,617 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configClientProperties' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,618 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'configClientProperties': AutowiredFieldElement for private java.lang.String org.springframework.cloud.config.client.ConfigClientProperties.name
DEBUG | 2018-04-16 16:04:11,619 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.application.name:application' in any property source
DEBUG | 2018-04-16 16:04:11,619 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.application.name:application' in any property source
DEBUG | 2018-04-16 16:04:11,619 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Found key 'spring.application.name' in PropertySource 'defaultProperties' with value of type String
DEBUG | 2018-04-16 16:04:11,619 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Found key 'spring.application.name' in PropertySource 'environmentProperties' with value of type String
DEBUG | 2018-04-16 16:04:11,623 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.resolver.DefaultTraversableResolver | Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
DEBUG | 2018-04-16 16:04:11,633 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.resolver.DefaultTraversableResolver | Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
DEBUG | 2018-04-16 16:04:11,669 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.ConfigurationImpl | Setting custom MessageInterpolator of type org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator
DEBUG | 2018-04-16 16:04:11,670 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.ConfigurationImpl | Setting custom ConstraintValidatorFactory of type org.springframework.validation.beanvalidation.SpringConstraintValidatorFactory
DEBUG | 2018-04-16 16:04:11,671 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.ConfigurationImpl | Setting custom ParameterNameProvider of type com.sun.proxy.$Proxy34
DEBUG | 2018-04-16 16:04:11,673 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ValidationXmlParser | Trying to load META-INF/validation.xml for XML based Validator configuration.
DEBUG | 2018-04-16 16:04:11,674 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ResourceLoaderHelper | Trying to load META-INF/validation.xml via user class loader
DEBUG | 2018-04-16 16:04:11,675 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ResourceLoaderHelper | Trying to load META-INF/validation.xml via TCCL
DEBUG | 2018-04-16 16:04:11,675 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ResourceLoaderHelper | Trying to load META-INF/validation.xml via Hibernate Validator's class loader
DEBUG | 2018-04-16 16:04:11,676 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ValidationXmlParser | No META-INF/validation.xml found. Using annotation based configuration only.
DEBUG | 2018-04-16 16:04:11,755 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor': AutowiredMethodElement for public void org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.setConverters(java.util.List)
DEBUG | 2018-04-16 16:04:11,756 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor': AutowiredMethodElement for public void org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.setGenericConverters(java.util.List)
DEBUG | 2018-04-16 16:04:11,757 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'bootstrap' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletConfigInitParams' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletContextInitParams' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemEnvironment' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'random' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'springCloudClientHostInfo' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'refresh' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'defaultProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,758 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'localProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,759 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configClientProperties'
DEBUG | 2018-04-16 16:04:11,760 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'configServicePropertySource' via factory method to bean named 'configClientProperties'
DEBUG | 2018-04-16 16:04:11,764 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configServicePropertySource' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,767 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configServicePropertySource'
DEBUG | 2018-04-16 16:04:11,773 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor | Autowiring by type from bean name 'propertySourceBootstrapConfiguration' to bean named 'configServicePropertySource'
DEBUG | 2018-04-16 16:04:11,773 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'propertySourceBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,773 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'encryptionBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,773 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'encryptionBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,774 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$bff48ed0]: AutowiredFieldElement for private org.springframework.security.crypto.encrypt.TextEncryptor org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.encryptor
DEBUG | 2018-04-16 16:04:11,774 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$bff48ed0]: AutowiredFieldElement for private org.springframework.cloud.bootstrap.encrypt.KeyProperties org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.key
DEBUG | 2018-04-16 16:04:11,774 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'encryptionBootstrapConfiguration' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,776 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'encryptionBootstrapConfiguration': AutowiredFieldElement for private org.springframework.security.crypto.encrypt.TextEncryptor org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.encryptor
DEBUG | 2018-04-16 16:04:11,776 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'encryptionBootstrapConfiguration': AutowiredFieldElement for private org.springframework.cloud.bootstrap.encrypt.KeyProperties org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.key
DEBUG | 2018-04-16 16:04:11,777 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 16:04:11,777 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 16:04:11,778 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'bootstrap' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletConfigInitParams' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletContextInitParams' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemEnvironment' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'random' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'springCloudClientHostInfo' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'refresh' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'defaultProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,781 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'localProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,782 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 16:04:11,782 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor | Autowiring by type from bean name 'encryptionBootstrapConfiguration' to bean named 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 16:04:11,782 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'encryptionBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,782 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configurationPropertiesRebinderAutoConfiguration'
DEBUG | 2018-04-16 16:04:11,782 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'propertyPlaceholderAutoConfiguration'
DEBUG | 2018-04-16 16:04:11,782 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'propertyPlaceholderAutoConfiguration'
DEBUG | 2018-04-16 16:04:11,783 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'propertyPlaceholderAutoConfiguration' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,785 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'propertyPlaceholderAutoConfiguration'
DEBUG | 2018-04-16 16:04:11,785 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,785 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
DEBUG | 2018-04-16 16:04:11,786 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'spring.cloud.config-org.springframework.cloud.bootstrap.config.PropertySourceBootstrapProperties'
DEBUG | 2018-04-16 16:04:11,786 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'spring.cloud.config-org.springframework.cloud.bootstrap.config.PropertySourceBootstrapProperties'
DEBUG | 2018-04-16 16:04:11,786 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'spring.cloud.config-org.springframework.cloud.bootstrap.config.PropertySourceBootstrapProperties' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,789 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'bootstrap' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletConfigInitParams' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletContextInitParams' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemEnvironment' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'random' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'springCloudClientHostInfo' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'refresh' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'defaultProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'localProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'spring.cloud.config-org.springframework.cloud.bootstrap.config.PropertySourceBootstrapProperties'
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
DEBUG | 2018-04-16 16:04:11,790 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store'
DEBUG | 2018-04-16 16:04:11,791 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'environmentDecryptApplicationListener'
DEBUG | 2018-04-16 16:04:11,791 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'environmentDecryptApplicationListener'
DEBUG | 2018-04-16 16:04:11,791 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'encryptionBootstrapConfiguration'
DEBUG | 2018-04-16 16:04:11,796 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'environmentDecryptApplicationListener' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,799 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'environmentDecryptApplicationListener'
DEBUG | 2018-04-16 16:04:11,799 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 16:04:11,799 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry'
DEBUG | 2018-04-16 16:04:11,799 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configurationPropertiesBeans'
DEBUG | 2018-04-16 16:04:11,799 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configurationPropertiesRebinder'
DEBUG | 2018-04-16 16:04:11,799 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configurationPropertiesRebinder'
DEBUG | 2018-04-16 16:04:11,799 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configurationPropertiesRebinderAutoConfiguration'
DEBUG | 2018-04-16 16:04:11,800 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configurationPropertiesBeans'
DEBUG | 2018-04-16 16:04:11,800 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
DEBUG | 2018-04-16 16:04:11,800 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'configurationPropertiesRebinder' via factory method to bean named 'configurationPropertiesBeans'
DEBUG | 2018-04-16 16:04:11,800 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'configurationPropertiesRebinder' via factory method to bean named 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
DEBUG | 2018-04-16 16:04:11,803 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configurationPropertiesRebinder' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,808 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configurationPropertiesRebinder'
DEBUG | 2018-04-16 16:04:11,808 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration'
DEBUG | 2018-04-16 16:04:11,808 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration'
